WBANNO,UTC_DATE,UTC_TIME,LST_DATE,LST_TIME,CRX_VN,LONGITUDE,LATITUDE,T_CALC,T_HR_AVG,T_MAX,T_MIN,P_CALC,SOLARAD,SOLARAD_FLAG,SOLARAD_MAX,SOLARAD_MAX_FLAG,SOLARAD_MIN,SOLARAD_MIN_FLAG,SUR_TEMP_TYPE,SUR_TEMP,SUR_TEMP_FLAG,SUR_TEMP_MAX,SUR_TEMP_MAX_FLAG,SUR_TEMP_MIN,SUR_TEMP_MIN_FLAG,RH_HR_AVG,RH_HR_AVG_FLAG,SOIL_MOISTURE_5,SOIL_MOISTURE_10,SOIL_MOISTURE_20,SOIL_MOISTURE_50,SOIL_MOISTURE_100,SOIL_TEMP_5,SOIL_TEMP_10,SOIL_TEMP_20,SOIL_TEMP_50,SOIL_TEMP_100
25379,20120101,100,20111231,1600,2.404,-135.33,57.06,-1.2,-1.3,-1.1,-1.5,0,0,0,0,0,0,0,R,-2.2,0,-1.9,0,-2.5,0,97,0,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
25379,20120101,200,20111231,1700,2.404,-135.33,57.06,-1.4,-1.4,-1.2,-1.6,0,0,0,0,0,0,0,R,-2.6,0,-2.4,0,-2.7,0,95,0,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
25379,20120101,300,20111231,1800,2.404,-135.33,57.06,-0.9,-1.2,-0.9,-1.5,0,0,0,0,0,0,0,R,-2.3,0,-2,0,-2.6,0,94,0,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
25379,20120101,400,20111231,1900,2.404,-135.33,57.06,-0.6,-0.7,-0.5,-0.9,0,0,0,0,0,0,0,R,-2,0,-1.7,0,-2.2,0,92,0,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
25379,20120101,500,20111231,2000,2.404,-135.33,57.06,-0.2,-0.2,0,-0.6,0,0,0,0,0,0,0,R,-1.1,0,-0.8,0,-1.7,0,91,0,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
25379,20120101,600,20111231,2100,2.404,-135.33,57.06,-0.6,-0.4,-0.2,-0.6,0.2,0,0,0,0,0,0,R,-0.8,0,-0.7,0,-0.9,0,92,0,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
25379,20120101,700,20111231,2200,2.404,-135.33,57.06,-0.4,-0.6,-0.4,-0.7,0.2,0,0,0,0,0,0,R,-1,0,-0.9,0,-1,0,93,0,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
25379,20120101,800,20111231,2300,2.404,-135.33,57.06,-0.2,-0.3,-0.2,-0.5,0,0,0,0,0,0,0,R,-0.9,0,-0.9,0,-1,0,89,0,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
25379,20120101,900,20120101,0,2.404,-135.33,57.06,0.5,0.2,0.6,-0.2,0,0,0,0,0,0,0,R,-0.6,0,-0.4,0,-0.9,0,86,0,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
25379,20120101,1000,20120101,100,2.404,-135.33,57.06,0.8,0.6,0.8,0.3,0,0,0,0,0,0,0,R,-0.3,0,-0.1,0,-0.4,0,87,0,-99,-99,-99,-99,-99,-9999,-9999,-9999,-9999,-9999
