UTC_DATE,UTC_TIME,P_CALC
20160101,100,0
20160101,200,0
20160101,300,0
20160101,400,0.3
20160101,500,0
20160101,600,0
20160101,700,0
20160101,800,0
20160101,900,0
20160101,1000,0
20160101,1100,0
20160101,1200,0
20160101,1300,0
20160101,1400,0
20160101,1500,0
20160101,1600,0
20160101,1700,0
20160101,1800,0
20160101,1900,0
20160101,2000,0
20160101,2100,0
20160101,2200,0
20160101,2300,0
20160102,0,0.4
20160102,100,0
20160102,200,0
20160102,300,0
20160102,400,0
20160102,500,0
20160102,600,0
20160102,700,0
20160102,800,0
20160102,900,0
20160102,1000,0
20160102,1100,0
20160102,1200,0
20160102,1300,0
20160102,1400,0.2
20160102,1500,0
20160102,1600,0.2
20160102,1700,0.7
20160102,1800,0
20160102,1900,0.3
20160102,2000,0.5
20160102,2100,0.8
20160102,2200,3.2
20160102,2300,2.8
20160103,0,1
20160103,100,0.5
20160103,200,0
20160103,300,0
20160103,400,0
20160103,500,0
20160103,600,0
20160103,700,0
20160103,800,0
20160103,900,0
20160103,1000,0
20160103,1100,0
20160103,1200,0
20160103,1300,0
20160103,1400,0
20160103,1500,0
20160103,1600,0
20160103,1700,0
20160103,1800,0
20160103,1900,0
20160103,2000,0
20160103,2100,0
20160103,2200,0
20160103,2300,0
20160104,0,0
20160104,100,0
20160104,200,0
20160104,300,0
20160104,400,0
20160104,500,0
20160104,600,0
20160104,700,0
20160104,800,0
20160104,900,0
20160104,1000,0
20160104,1100,0
20160104,1200,0
20160104,1300,0
20160104,1400,0
20160104,1500,0
20160104,1600,0
20160104,1700,0
20160104,1800,0
20160104,1900,0
20160104,2000,0
20160104,2100,0
20160104,2200,0
20160104,2300,0
20160105,0,0
20160105,100,0
20160105,200,0
20160105,300,0
20160105,400,0
20160105,500,0
20160105,600,0
20160105,700,0
20160105,800,0
20160105,900,0
20160105,1000,0
20160105,1100,0
20160105,1200,0
20160105,1300,0
20160105,1400,0
20160105,1500,0
20160105,1600,0
20160105,1700,0
20160105,1800,0
20160105,1900,0
20160105,2000,0
20160105,2100,0
20160105,2200,0
20160105,2300,0
20160106,0,0
20160106,100,0
20160106,200,0
20160106,300,0
20160106,400,0
20160106,500,0
20160106,600,0
20160106,700,0
20160106,800,0
20160106,900,0
20160106,1000,0
20160106,1100,0
20160106,1200,0
20160106,1300,0
20160106,1400,0
20160106,1500,0
20160106,1600,0
20160106,1700,0
20160106,1800,0
20160106,1900,0
20160106,2000,0
20160106,2100,0
20160106,2200,0
20160106,2300,0
20160107,0,0
20160107,100,0
20160107,200,0
20160107,300,0
20160107,400,0
20160107,500,0
20160107,600,0
20160107,700,0
20160107,800,0
20160107,900,0
20160107,1000,0
20160107,1100,0
20160107,1200,0
20160107,1300,0
20160107,1400,0
20160107,1500,0
20160107,1600,0
20160107,1700,0
20160107,1800,0
20160107,1900,0
20160107,2000,0
20160107,2100,0
20160107,2200,0
20160107,2300,0
20160108,0,0
20160108,100,0
20160108,200,0
20160108,300,0
20160108,400,0
20160108,500,0
20160108,600,0
20160108,700,0
20160108,800,0
20160108,900,0
20160108,1000,0
20160108,1100,0
20160108,1200,0
20160108,1300,0
20160108,1400,0
20160108,1500,0
20160108,1600,0
20160108,1700,0
20160108,1800,0
20160108,1900,0
20160108,2000,0
20160108,2100,0
20160108,2200,0
20160108,2300,0
20160109,0,0
20160109,100,0
20160109,200,0
20160109,300,0
20160109,400,0
20160109,500,0
20160109,600,0
20160109,700,0
20160109,800,0
20160109,900,0
20160109,1000,0
20160109,1100,0
20160109,1200,0
20160109,1300,0.3
20160109,1400,0.4
20160109,1500,2
20160109,1600,0.2
20160109,1700,0
20160109,1800,0
20160109,1900,0
20160109,2000,0.3
20160109,2100,0
20160109,2200,0
20160109,2300,0
20160110,0,0
20160110,100,0
20160110,200,0
20160110,300,0
20160110,400,0
20160110,500,0
20160110,600,0
20160110,700,0
20160110,800,0
20160110,900,0
20160110,1000,0
20160110,1100,0
20160110,1200,0
20160110,1300,0
20160110,1400,0
20160110,1500,0
20160110,1600,0
20160110,1700,0
20160110,1800,0
20160110,1900,0
20160110,2000,0
20160110,2100,0
20160110,2200,0
20160110,2300,0
20160111,0,0
20160111,100,0
20160111,200,0
20160111,300,0
20160111,400,0
20160111,500,0
20160111,600,0
20160111,700,0
20160111,800,0
20160111,900,0
20160111,1000,0
20160111,1100,0
20160111,1200,0
20160111,1300,0
20160111,1400,0
20160111,1500,0
20160111,1600,0
20160111,1700,0
20160111,1800,0
20160111,1900,0
20160111,2000,0.2
20160111,2100,0
20160111,2200,0
20160111,2300,0
20160112,0,0
20160112,100,0
20160112,200,0
20160112,300,0.9
20160112,400,1
20160112,500,1.7
20160112,600,0.4
20160112,700,1
20160112,800,0.7
20160112,900,0.7
20160112,1000,0.3
20160112,1100,0.5
20160112,1200,0.2
20160112,1300,0
20160112,1400,0
20160112,1500,0
20160112,1600,0
20160112,1700,0
20160112,1800,0
20160112,1900,0
20160112,2000,0
20160112,2100,0.8
20160112,2200,0
20160112,2300,0
20160113,0,0.2
20160113,100,0
20160113,200,0
20160113,300,0
20160113,400,0
20160113,500,0
20160113,600,0
20160113,700,0
20160113,800,0
20160113,900,0
20160113,1000,0
20160113,1100,0
20160113,1200,0
20160113,1300,0
20160113,1400,0
20160113,1500,0
20160113,1600,0
20160113,1700,0
20160113,1800,0
20160113,1900,0
20160113,2000,0
20160113,2100,0
