timestamp_utc,RG1_mm,VWC_20cm,VWC_50cm,VWC_94cm,porePressure_63cm_kPa,porePressure_133cm_kPa,porePressure_209cm_kPa
734340.666666667,0,0.172,0.218,0.273,-15.336,-6.875,-2.939
734340.708333333,0,0.171,0.219,0.274,-15.203,-6.858,-2.639
734340.75,0,0.17,0.217,0.274,-15.086,-6.867,-2.417
734340.791666667,0,0.167,0.217,0.274,-15.033,-6.903,-2.319
734340.833333333,0,0.169,0.217,0.274,-15.072,-6.958,-2.419
734340.875,0,0.169,0.214,0.275,-15.194,-7.022,-2.572
734340.916666667,0,0.169,0.216,0.273,-15.389,-7.092,-2.733
734340.958333333,0,0.169,0.215,0.274,-15.639,-7.158,-2.892
734341,0,0.167,0.214,0.273,-15.928,-7.217,-3.053
734341.041666667,0,0.168,0.214,0.272,-16.214,-7.261,-3.183
734341.083333333,0,0.169,0.213,0.273,-16.464,-7.289,-3.253
734341.125,0,0.168,0.213,0.272,-16.658,-7.292,-3.322
734341.166666667,0,0.169,0.214,0.272,-16.778,-7.272,-3.422
734341.208333333,0,0.169,0.214,0.272,-16.825,-7.247,-3.544
734341.25,0,0.169,0.214,0.272,-16.817,-7.219,-3.667
734341.291666667,0,0.169,0.214,0.272,-16.769,-7.192,-3.803
734341.333333333,0,0.169,0.214,0.272,-16.697,-7.164,-3.939
734341.375,0,0.169,0.214,0.272,-16.614,-7.144,-4.061
734341.416666667,0,0.169,0.215,0.272,-16.536,-7.136,-4.139
734341.458333333,0,0.169,0.215,0.272,-16.467,-7.128,-4.15
734341.5,0,0.169,0.215,0.272,-16.389,-7.106,-4.072
734341.541666667,0,0.17,0.215,0.272,-16.283,-7.069,-3.9
734341.583333333,0,0.17,0.216,0.272,-16.15,-7.033,-3.669
734341.625,0,0.17,0.216,0.272,-15.994,-7,-3.336
734341.666666667,0,0.17,0.216,0.272,-15.836,-6.975,-2.944
734341.708333333,0,0.169,0.216,0.272,-15.683,-6.958,-2.544
734341.75,0,0.169,0.216,0.273,-15.561,-6.969,-2.219
734341.791666667,0,0.169,0.215,0.272,-15.514,-7.011,-1.956
734341.833333333,0,0.168,0.214,0.27,-15.553,-7.067,-1.719
734341.875,0,0.168,0.214,0.272,-15.681,-7.139,-1.656
734341.916666667,0,0.17,0.214,0.272,-15.872,-7.206,-1.722
734341.958333333,0,0.167,0.213,0.272,-16.114,-7.269,-1.892
734342,0,0.167,0.212,0.272,-16.386,-7.325,-2.089
734342.041666667,0,0.167,0.212,0.272,-16.647,-7.367,-2.342
734342.083333333,0,0.167,0.212,0.272,-16.875,-7.394,-2.639
734342.125,0,0.167,0.212,0.272,-17.047,-7.394,-2.878
734342.166666667,0,0.168,0.212,0.272,-17.156,-7.386,-3.069
734342.208333333,0,0.168,0.212,0.272,-17.206,-7.372,-3.211
734342.25,0,0.168,0.212,0.272,-17.206,-7.353,-3.325
734342.291666667,0,0.168,0.213,0.272,-17.175,-7.331,-3.403
734342.333333333,0,0.168,0.213,0.272,-17.125,-7.311,-3.464
734342.375,0,0.168,0.213,0.272,-17.069,-7.303,-3.508
734342.416666667,0,0.168,0.213,0.272,-17.019,-7.3,-3.536
734342.458333333,0,0.168,0.213,0.272,-16.972,-7.297,-3.547
734342.5,0,0.168,0.213,0.272,-16.914,-7.278,-3.511
734342.541666667,0,0.169,0.213,0.272,-16.817,-7.244,-3.383
734342.583333333,0,0.169,0.214,0.272,-16.683,-7.206,-3.167
734342.625,0,0.169,0.214,0.272,-16.519,-7.164,-2.939
734342.666666667,0,0.169,0.215,0.272,-16.342,-7.122,-2.711
734342.708333333,0,0.169,0.214,0.272,-16.161,-7.089,-2.497
734342.75,0,0.169,0.214,0.272,-16.006,-7.086,-2.356
734342.791666667,0,0.167,0.213,0.272,-15.928,-7.111,-2.361
734342.833333333,0,0.167,0.213,0.272,-15.936,-7.156,-2.497
734342.875,0,0.166,0.212,0.271,-16.033,-7.219,-2.65
734342.916666667,0,0.165,0.212,0.271,-16.208,-7.294,-2.811
734342.958333333,0,0.165,0.212,0.271,-16.447,-7.367,-2.975
734343,0,0.165,0.212,0.274,-16.725,-7.431,-3.106
734343.041666667,0,0.165,0.211,0.271,-17,-7.483,-3.167
734343.083333333,0,0.165,0.21,0.272,-17.247,-7.517,-3.169
734343.125,0,0.166,0.21,0.272,-17.442,-7.522,-3.169
734343.166666667,0,0.166,0.21,0.271,-17.569,-7.508,-3.164
734343.208333333,0,0.166,0.21,0.272,-17.633,-7.489,-3.147
734343.25,0,0.166,0.21,0.271,-17.644,-7.467,-3.133
734343.291666667,0,0.167,0.21,0.271,-17.619,-7.444,-3.125
734343.333333333,0,0.166,0.211,0.271,-17.575,-7.431,-3.119
734343.375,0,0.166,0.211,0.271,-17.528,-7.428,-3.114
734343.416666667,0,0.167,0.211,0.271,-17.486,-7.433,-3.111
734343.458333333,0,0.167,0.211,0.271,-17.453,-7.442,-3.114
734343.5,0,0.167,0.211,0.271,-17.414,-7.428,-3.111
734343.541666667,0,0.167,0.212,0.271,-17.342,-7.397,-3.092
734343.583333333,0,0.167,0.212,0.271,-17.233,-7.356,-3.067
734343.625,0,0.167,0.212,0.271,-17.097,-7.314,-2.953
734343.666666667,0,0.168,0.212,0.272,-16.947,-7.275,-2.842
734343.708333333,0,0.167,0.212,0.271,-16.792,-7.242,-2.733
734343.75,0,0.167,0.212,0.271,-16.653,-7.244,-2.639
734343.791666667,0,0.166,0.212,0.272,-16.581,-7.275,-2.575
734343.833333333,0,0.165,0.211,0.271,-16.586,-7.325,-2.497
734343.875,0,0.165,0.211,0.271,-16.672,-7.394,-2.597
734343.916666667,0,0.165,0.21,0.272,-16.833,-7.472,-2.689
734343.958333333,0,0.165,0.21,0.272,-17.056,-7.547,-2.772
734344,0,0.165,0.209,0.272,-17.328,-7.611,-2.85
734344.041666667,0,0.165,0.209,0.271,-17.611,-7.664,-2.908
734344.083333333,0,0.165,0.208,0.271,-17.881,-7.706,-3.017
734344.125,0,0.165,0.208,0.271,-18.106,-7.714,-3.042
734344.166666667,0,0.165,0.208,0.271,-18.264,-7.7,-3.086
734344.208333333,0,0.166,0.208,0.271,-18.358,-7.681,-3.144
734344.25,0,0.166,0.209,0.271,-18.386,-7.656,-3.2
734344.291666667,0,0.166,0.209,0.271,-18.361,-7.628,-3.264
734344.333333333,0,0.166,0.209,0.27,-18.3,-7.6,-3.303
734344.375,0,0.166,0.209,0.27,-18.219,-7.583,-3.342
734344.416666667,0,0.166,0.21,0.27,-18.136,-7.578,-3.353
734344.458333333,0,0.166,0.21,0.27,-18.056,-7.572,-3.344
734344.5,0,0.166,0.21,0.27,-17.972,-7.55,-3.3
734344.541666667,0,0.166,0.21,0.271,-17.864,-7.514,-3.167
734344.583333333,0,0.166,0.21,0.271,-17.728,-7.472,-2.978
734344.625,0,0.166,0.21,0.271,-17.578,-7.433,-2.697
734344.666666667,0,0.166,0.211,0.271,-17.425,-7.4,-2.369
734344.708333333,0,0.166,0.211,0.271,-17.275,-7.378,-1.983
734344.75,0,0.165,0.211,0.271,-17.153,-7.389,-1.617
734344.791666667,0,0.165,0.21,0.271,-17.106,-7.428,-1.358
734344.833333333,0,0.165,0.21,0.272,-17.144,-7.483,-1.181
734344.875,0,0.164,0.209,0.272,-17.267,-7.558,-1.169
734344.916666667,0,0.164,0.209,0.271,-17.467,-7.636,-1.292
734344.958333333,0,0.164,0.209,0.272,-17.728,-7.706,-1.575
734345,0,0.163,0.208,0.271,-18.025,-7.764,-1.944
734345.041666667,0,0.165,0.208,0.271,-18.319,-7.811,-2.356
734345.083333333,0,0.164,0.208,0.271,-18.586,-7.844,-2.772
734345.125,0,0.164,0.207,0.271,-18.8,-7.844,-3.125
734345.166666667,0,0.164,0.207,0.27,-18.939,-7.828,-3.433
734345.208333333,0,0.164,0.207,0.27,-19.011,-7.808,-3.672
734345.25,0,0.165,0.208,0.269,-19.025,-7.783,-3.856
734345.291666667,0,0.164,0.208,0.269,-18.994,-7.758,-4.003
734345.333333333,0,0.165,0.208,0.269,-18.936,-7.736,-4.125
734345.375,0,0.165,0.208,0.269,-18.869,-7.728,-4.256
734345.416666667,0,0.164,0.208,0.269,-18.808,-7.728,-4.369
734345.458333333,0,0.165,0.208,0.269,-18.75,-7.728,-4.428
734345.5,0,0.165,0.209,0.269,-18.683,-7.708,-4.419
734345.541666667,0,0.164,0.209,0.269,-18.586,-7.669,-4.283
734345.583333333,0,0.165,0.209,0.269,-18.45,-7.622,-4.028
734345.625,0,0.165,0.209,0.27,-18.281,-7.575,-3.686
734345.666666667,0,0.166,0.209,0.271,-18.097,-7.533,-3.219
734345.708333333,0,0.165,0.21,0.271,-17.917,-7.506,-2.761
734345.75,0,0.165,0.21,0.271,-17.772,-7.517,-2.347
734345.791666667,0,0.164,0.21,0.267,-17.711,-7.561,-2.061
734345.833333333,0,0.164,0.209,0.271,-17.758,-7.631,-1.956
734345.875,0,0.16,0.211,0.271,-17.914,-7.717,-1.936
734345.916666667,0,0.163,0.208,0.271,-18.153,-7.8,-2.117
734345.958333333,0,0.163,0.208,0.271,-18.45,-7.872,-2.367
734346,0,0.163,0.208,0.27,-18.772,-7.928,-2.686
734346.041666667,0,0.163,0.208,0.271,-19.081,-7.969,-3.039
734346.083333333,0,0.163,0.208,0.271,-19.342,-7.992,-3.364
734346.125,0,0.163,0.207,0.27,-19.528,-7.986,-3.7
734346.166666667,0,0.164,0.207,0.269,-19.644,-7.975,-3.986
734346.208333333,0,0.164,0.208,0.269,-19.703,-7.961,-4.261
734346.25,0,0.164,0.207,0.269,-19.714,-7.944,-4.5
734346.291666667,0,0.164,0.208,0.269,-19.692,-7.925,-4.692
734346.333333333,0,0.164,0.208,0.269,-19.647,-7.908,-4.856
734346.375,0,0.164,0.208,0.269,-19.6,-7.9,-4.997
734346.416666667,0,0.164,0.208,0.269,-19.547,-7.892,-5.089
734346.458333333,0,0.164,0.208,0.269,-19.483,-7.881,-5.106
734346.5,0,0.164,0.208,0.269,-19.408,-7.861,-5.031
734346.541666667,0,0.164,0.208,0.269,-19.3,-7.828,-4.847
734346.583333333,0,0.165,0.209,0.269,-19.164,-7.789,-4.522
734346.625,0,0.166,0.209,0.27,-19.006,-7.753,-4.064
734346.666666667,0,0.165,0.209,0.27,-18.844,-7.725,-3.508
734346.708333333,0,0.165,0.209,0.27,-18.7,-7.714,-2.922
734346.75,0,0.165,0.209,0.27,-18.581,-7.719,-2.369
734346.791666667,0,0.164,0.206,0.27,-18.531,-7.753,-1.917
734346.833333333,0,0.164,0.209,0.271,-18.561,-7.806,-1.653
734346.875,0,0.161,0.208,0.27,-18.686,-7.878,-1.581
734346.916666667,0,0.163,0.208,0.267,-18.883,-7.95,-1.706
734346.958333333,0,0.163,0.208,0.272,-19.131,-8.011,-1.981
734347,0,0.162,0.208,0.271,-19.411,-8.067,-2.364
734347.041666667,0,0.163,0.207,0.271,-19.694,-8.111,-2.797
734347.083333333,0,0.163,0.206,0.27,-19.95,-8.136,-3.206
734347.125,0,0.163,0.206,0.269,-20.136,-8.128,-3.581
734347.166666667,0,0.163,0.206,0.269,-20.258,-8.108,-3.908
734347.208333333,0,0.163,0.206,0.269,-20.322,-8.086,-4.189
734347.25,0,0.164,0.206,0.269,-20.336,-8.061,-4.417
734347.291666667,0,0.164,0.207,0.269,-20.306,-8.036,-4.608
734347.333333333,0,0.164,0.207,0.269,-20.25,-8.019,-4.783
734347.375,0,0.164,0.207,0.269,-20.189,-8.017,-4.919
734347.416666667,0,0.164,0.207,0.269,-20.125,-8.019,-4.992
734347.458333333,0,0.164,0.207,0.269,-20.064,-8.025,-5.044
734347.5,0,0.164,0.208,0.269,-19.992,-8.019,-5.061
734347.541666667,0,0.164,0.208,0.269,-19.903,-8.006,-5.042
734347.583333333,0,0.164,0.208,0.269,-19.789,-7.978,-4.931
734347.625,2,0.164,0.209,0.269,-19.664,-7.95,-4.75
734347.666666667,0,0.165,0.209,0.269,-19.536,-7.928,-4.519
734347.708333333,0,0.165,0.209,0.269,-19.408,-7.911,-4.169
734347.75,0,0.165,0.209,0.269,-19.317,-7.919,-3.761
734347.791666667,0,0.162,0.212,0.269,-19.289,-7.95,-3.322
734347.833333333,0,0.166,0.208,0.269,-19.347,-8.011,-2.967
734347.875,0,0.166,0.208,0.27,-19.475,-8.081,-2.711
734347.916666667,0,0.166,0.208,0.269,-19.661,-8.144,-2.611
734347.958333333,0,0.166,0.208,0.269,-19.892,-8.203,-2.708
734348,0,0.166,0.207,0.269,-20.139,-8.25,-2.953
734348.041666667,0,0.167,0.207,0.269,-20.361,-8.272,-3.292
734348.083333333,0,0.167,0.207,0.269,-20.528,-8.269,-3.661
734348.125,0,0.167,0.206,0.268,-20.642,-8.256,-4.042
734348.166666667,0,0.168,0.206,0.269,-20.703,-8.242,-4.364
734348.208333333,0,0.168,0.206,0.269,-20.719,-8.228,-4.614
734348.25,0,0.168,0.206,0.269,-20.694,-8.211,-4.808
734348.291666667,0,0.169,0.207,0.269,-20.65,-8.203,-4.975
734348.333333333,0,0.169,0.207,0.269,-20.603,-8.2,-5.111
734348.375,0,0.169,0.207,0.269,-20.556,-8.2,-5.222
734348.416666667,0,0.169,0.207,0.269,-20.508,-8.2,-5.319
734348.458333333,0,0.169,0.207,0.269,-20.458,-8.197,-5.392
734348.5,0,0.169,0.207,0.269,-20.4,-8.181,-5.378
734348.541666667,0,0.169,0.208,0.269,-20.314,-8.15,-5.236
734348.583333333,0,0.17,0.208,0.269,-20.194,-8.108,-5
734348.625,0,0.17,0.209,0.269,-20.044,-8.061,-4.683
734348.666666667,0,0.17,0.208,0.269,-19.878,-8.017,-4.306
734348.708333333,0,0.169,0.208,0.269,-19.708,-7.981,-3.897
734348.75,0,0.169,0.208,0.269,-19.561,-7.972,-3.569
734348.791666667,0,0.169,0.208,0.27,-19.478,-7.992,-3.397
734348.833333333,0,0.169,0.207,0.269,-19.478,-8.042,-3.319
734348.875,0,0.167,0.207,0.269,-19.575,-8.119,-3.317
734348.916666667,0,0.167,0.207,0.269,-19.753,-8.2,-3.364
734348.958333333,0,0.165,0.206,0.269,-19.994,-8.278,-3.467
734349,0,0.166,0.204,0.271,-20.278,-8.344,-3.583
734349.041666667,0,0.165,0.206,0.269,-20.567,-8.4,-3.667
734349.083333333,0,0.166,0.205,0.268,-20.828,-8.431,-3.775
734349.125,0,0.166,0.205,0.268,-21.025,-8.425,-3.903
734349.166666667,0,0.166,0.205,0.268,-21.158,-8.408,-4.083
734349.208333333,0,0.167,0.205,0.269,-21.233,-8.389,-4.281
734349.25,0,0.167,0.205,0.269,-21.253,-8.367,-4.475
734349.291666667,0,0.166,0.205,0.269,-21.231,-8.344,-4.689
734349.333333333,0,0.167,0.205,0.269,-21.183,-8.328,-4.894
734349.375,0,0.167,0.206,0.269,-21.128,-8.325,-5.081
734349.416666667,0,0.167,0.206,0.269,-21.067,-8.325,-5.194
734349.458333333,0,0.167,0.206,0.268,-20.997,-8.319,-5.236
734349.5,0,0.167,0.206,0.269,-20.919,-8.306,-5.189
734349.541666667,0,0.167,0.207,0.269,-20.825,-8.281,-5.044
734349.583333333,0,0.167,0.207,0.269,-20.725,-8.261,-4.814
734349.625,0,0.167,0.208,0.269,-20.628,-8.247,-4.514
734349.666666667,0,0.167,0.208,0.269,-20.536,-8.233,-4.169
734349.708333333,0,0.167,0.207,0.269,-20.453,-8.228,-3.817
734349.75,0,0.166,0.207,0.268,-20.406,-8.25,-3.539
734349.791666667,0,0.166,0.207,0.269,-20.414,-8.294,-3.331
734349.833333333,0,0.165,0.207,0.268,-20.464,-8.336,-3.186
734349.875,0,0.166,0.207,0.268,-20.547,-8.372,-3.142
734349.916666667,0,0.166,0.206,0.269,-20.669,-8.422,-3.233
734349.958333333,0,0.166,0.206,0.268,-20.833,-8.475,-3.453
734350,0,0.166,0.206,0.268,-20.994,-8.5,-3.706
734350.041666667,0,0.166,0.206,0.268,-21.128,-8.506,-4
734350.083333333,0,0.166,0.206,0.268,-21.228,-8.503,-4.331
734350.125,0,0.166,0.206,0.268,-21.297,-8.497,-4.644
734350.166666667,0,0.166,0.206,0.268,-21.331,-8.478,-4.922
734350.208333333,0,0.166,0.206,0.268,-21.322,-8.45,-5.133
734350.25,0,0.166,0.206,0.268,-21.292,-8.433,-5.311
734350.291666667,0,0.166,0.207,0.268,-21.253,-8.425,-5.442
734350.333333333,1,0.166,0.207,0.268,-21.217,-8.425,-5.531
734350.375,0,0.166,0.207,0.268,-21.181,-8.431,-5.597
734350.416666667,0,0.166,0.208,0.268,-21.142,-8.439,-5.617
734350.458333333,0,0.166,0.208,0.268,-21.108,-8.453,-5.608
734350.5,0,0.166,0.208,0.268,-21.075,-8.461,-5.583
734350.541666667,0,0.166,0.208,0.268,-21.037,-8.464,-5.544
734350.583333333,0,0.166,0.208,0.268,-20.992,-8.461,-5.483
734350.625,0,0.166,0.209,0.268,-20.937,-8.45,-5.367
734350.666666667,0,0.167,0.209,0.269,-20.869,-8.433,-5.217
734350.708333333,0,0.167,0.208,0.268,-20.782,-8.414,-5.039
734350.75,0,0.166,0.208,0.268,-20.694,-8.403,-4.822
734350.791666667,0,0.166,0.208,0.268,-20.615,-8.397,-4.581
734350.833333333,0,0.166,0.208,0.268,-20.569,-8.414,-4.325
734350.875,0,0.165,0.208,0.267,-20.574,-8.453,-4.117
734350.916666667,0,0.165,0.207,0.27,-20.65,-8.511,-3.969
734350.958333333,0,0.165,0.207,0.268,-20.796,-8.575,-3.881
734351,0,0.165,0.206,0.268,-20.989,-8.633,-3.861
734351.041666667,0,0.165,0.206,0.268,-21.217,-8.692,-3.906
734351.083333333,0,0.165,0.206,0.268,-21.433,-8.717,-4.019
734351.125,0,0.165,0.206,0.268,-21.614,-8.717,-4.183
734351.166666667,0,0.165,0.206,0.268,-21.742,-8.7,-4.361
734351.208333333,0,0.165,0.206,0.268,-21.817,-8.675,-4.558
734351.25,0,0.166,0.206,0.268,-21.847,-8.65,-4.761
734351.291666667,0,0.166,0.206,0.268,-21.839,-8.622,-4.961
734351.333333333,0,0.165,0.206,0.268,-21.814,-8.608,-5.147
734351.375,0,0.166,0.207,0.268,-21.783,-8.603,-5.308
734351.416666667,0,0.166,0.207,0.268,-21.744,-8.597,-5.453
734351.458333333,0,0.166,0.207,0.268,-21.7,-8.592,-5.533
734351.5,0,0.166,0.207,0.268,-21.65,-8.586,-5.536
734351.541666667,0,0.166,0.207,0.268,-21.592,-8.578,-5.45
734351.583333333,0,0.166,0.208,0.268,-21.522,-8.567,-5.261
734351.625,0,0.166,0.208,0.268,-21.436,-8.55,-4.95
734351.666666667,0,0.166,0.208,0.268,-21.339,-8.531,-4.5
734351.708333333,0,0.166,0.208,0.268,-21.236,-8.517,-3.981
734351.75,0,0.165,0.208,0.268,-21.133,-8.506,-3.464
734351.791666667,0,0.165,0.208,0.268,-21.044,-8.503,-2.975
734351.833333333,0,0.163,0.208,0.268,-20.986,-8.511,-2.567
734351.875,0,0.165,0.207,0.268,-20.986,-8.547,-2.306
734351.916666667,0,0.165,0.207,0.268,-21.058,-8.611,-2.264
734351.958333333,0,0.164,0.206,0.268,-21.2,-8.681,-2.422
734352,0,0.164,0.206,0.268,-21.397,-8.75,-2.686
734352.041666667,0,0.164,0.205,0.268,-21.631,-8.814,-3.069
734352.083333333,0,0.164,0.204,0.268,-21.869,-8.867,-3.517
734352.125,0,0.164,0.204,0.268,-22.078,-8.886,-3.956
734352.166666667,0,0.164,0.204,0.268,-22.231,-8.875,-4.333
734352.208333333,0,0.164,0.204,0.268,-22.319,-8.853,-4.625
734352.25,0,0.164,0.205,0.268,-22.356,-8.828,-4.869
734352.291666667,0,0.165,0.205,0.268,-22.344,-8.806,-5.042
734352.333333333,0,0.165,0.205,0.268,-22.308,-8.789,-5.158
734352.375,0,0.165,0.205,0.268,-22.258,-8.783,-5.247
734352.416666667,0,0.165,0.205,0.268,-22.206,-8.783,-5.303
734352.458333333,0,0.165,0.205,0.268,-22.153,-8.783,-5.306
734352.5,0,0.165,0.206,0.268,-22.089,-8.772,-5.231
734352.541666667,0,0.165,0.206,0.268,-22.008,-8.747,-5.036
734352.583333333,0,0.165,0.206,0.268,-21.903,-8.711,-4.711
734352.625,0,0.166,0.206,0.268,-21.778,-8.672,-4.231
734352.666666667,0,0.165,0.208,0.268,-21.644,-8.642,-3.653
734352.708333333,0,0.165,0.207,0.268,-21.514,-8.622,-3.036
734352.75,0,0.164,0.207,0.267,-21.408,-8.625,-2.458
734352.791666667,0,0.164,0.207,0.268,-21.353,-8.653,-2.056
734352.833333333,0,0.163,0.206,0.267,-21.364,-8.703,-1.836
734352.875,0,0.163,0.205,0.267,-21.458,-8.778,-1.872
734352.916666667,0,0.162,0.205,0.266,-21.619,-8.856,-2.083
734352.958333333,0,0.162,0.204,0.267,-21.833,-8.925,-2.467
734353,0,0.162,0.204,0.267,-22.081,-8.989,-2.969
734353.041666667,0,0.162,0.204,0.267,-22.336,-9.042,-3.45
734353.083333333,0,0.162,0.203,0.268,-22.575,-9.081,-3.936
734353.125,0,0.163,0.203,0.267,-22.756,-9.083,-4.361
734353.166666667,0,0.163,0.204,0.267,-22.881,-9.072,-4.753
734353.208333333,0,0.163,0.204,0.267,-22.953,-9.061,-5.069
734353.25,0,0.163,0.204,0.267,-22.978,-9.044,-5.306
734353.291666667,0,0.163,0.204,0.267,-22.967,-9.025,-5.506
734353.333333333,0,0.163,0.204,0.267,-22.928,-9.006,-5.656
734353.375,0,0.163,0.205,0.267,-22.886,-9,-5.769
734353.416666667,0,0.163,0.204,0.267,-22.839,-8.994,-5.836
734353.458333333,0,0.163,0.205,0.266,-22.786,-8.986,-5.853
734353.5,0,0.163,0.205,0.267,-22.725,-8.972,-5.814
734353.541666667,0,0.163,0.205,0.267,-22.647,-8.95,-5.681
734353.583333333,0,0.164,0.205,0.267,-22.547,-8.914,-5.4
734353.625,0,0.164,0.205,0.267,-22.425,-8.875,-4.994
734353.666666667,0,0.164,0.205,0.267,-22.294,-8.847,-4.511
734353.708333333,0,0.164,0.205,0.267,-22.169,-8.828,-3.956
734353.75,0,0.165,0.205,0.267,-22.061,-8.819,-3.403
734353.791666667,0,0.161,0.207,0.267,-22,-8.839,-2.967
734353.833333333,0,0.163,0.204,0.267,-22.014,-8.894,-2.728
734353.875,0,0.162,0.205,0.271,-22.1,-8.961,-2.669
734353.916666667,0,0.162,0.204,0.265,-22.25,-9.028,-2.747
734353.958333333,0,0.162,0.203,0.266,-22.447,-9.089,-3.025
734354,0,0.162,0.204,0.268,-22.678,-9.147,-3.406
734354.041666667,0,0.162,0.203,0.268,-22.894,-9.178,-3.8
734354.083333333,0,0.163,0.203,0.268,-23.069,-9.181,-4.181
734354.125,0,0.162,0.203,0.267,-23.197,-9.172,-4.533
734354.166666667,0,0.163,0.203,0.267,-23.275,-9.156,-4.872
734354.208333333,0,0.163,0.203,0.267,-23.306,-9.139,-5.147
734354.25,0,0.163,0.204,0.267,-23.294,-9.119,-5.378
734354.291666667,0,0.163,0.204,0.267,-23.267,-9.108,-5.578
734354.333333333,0,0.162,0.204,0.267,-23.228,-9.103,-5.731
734354.375,0,0.163,0.204,0.267,-23.183,-9.1,-5.85
734354.416666667,0,0.163,0.205,0.266,-23.133,-9.097,-5.936
734354.458333333,0,0.163,0.205,0.267,-23.081,-9.092,-5.947
734354.5,0,0.163,0.205,0.266,-23.017,-9.081,-5.883
734354.541666667,0,0.163,0.205,0.266,-22.928,-9.058,-5.708
734354.583333333,0,0.163,0.205,0.267,-22.817,-9.028,-5.392
734354.625,0,0.164,0.205,0.268,-22.686,-8.997,-4.928
734354.666666667,0,0.165,0.206,0.267,-22.547,-8.972,-4.4
734354.708333333,0,0.162,0.205,0.267,-22.406,-8.956,-3.892
734354.75,0,0.163,0.204,0.267,-22.283,-8.95,-3.442
734354.791666667,0,0.16,0.208,0.267,-22.208,-8.969,-3.133
734354.833333333,0,0.162,0.205,0.267,-22.194,-9.014,-3.047
734354.875,0,0.162,0.204,0.267,-22.256,-9.078,-3.189
734354.916666667,0,0.161,0.203,0.267,-22.386,-9.153,-3.394
734354.958333333,0,0.161,0.203,0.267,-22.578,-9.225,-3.631
734355,0,0.161,0.203,0.267,-22.811,-9.297,-3.881
734355.041666667,0,0.161,0.203,0.267,-23.061,-9.356,-4.106
734355.083333333,0,0.161,0.202,0.267,-23.3,-9.392,-4.264
734355.125,0,0.162,0.202,0.267,-23.494,-9.394,-4.367
734355.166666667,0,0.162,0.202,0.267,-23.633,-9.375,-4.5
734355.208333333,0,0.162,0.202,0.266,-23.717,-9.353,-4.658
734355.25,0,0.162,0.202,0.266,-23.75,-9.325,-4.833
734355.291666667,0,0.162,0.202,0.266,-23.744,-9.3,-5.017
734355.333333333,0,0.162,0.203,0.266,-23.717,-9.283,-5.214
734355.375,0,0.162,0.202,0.266,-23.681,-9.281,-5.406
734355.416666667,0,0.162,0.203,0.266,-23.642,-9.283,-5.569
734355.458333333,0,0.162,0.203,0.266,-23.603,-9.283,-5.681
734355.5,0,0.162,0.203,0.266,-23.553,-9.269,-5.689
734355.541666667,0,0.162,0.203,0.266,-23.469,-9.236,-5.561
734355.583333333,0,0.162,0.203,0.266,-23.35,-9.189,-5.267
734355.625,0,0.163,0.204,0.267,-23.203,-9.136,-4.806
734355.666666667,0,0.163,0.204,0.267,-23.039,-9.089,-4.219
734355.708333333,0,0.163,0.204,0.266,-22.869,-9.053,-3.561
734355.75,0,0.163,0.204,0.267,-22.721,-9.044,-2.94
734355.791666667,0,0.162,0.203,0.267,-22.639,-9.069,-2.453
734355.833333333,0,0.163,0.203,0.267,-22.635,-9.125,-2.157
734355.875,0,0.161,0.203,0.267,-22.714,-9.208,-2.094
734355.916666667,0,0.163,0.202,0.267,-22.871,-9.3,-2.229
734355.958333333,0,0.16,0.202,0.267,-23.089,-9.386,-2.533
734356,0,0.161,0.201,0.267,-23.349,-9.464,-2.929
734356.041666667,0,0.161,0.201,0.267,-23.614,-9.528,-3.35
734356.083333333,0,0.161,0.2,0.266,-23.862,-9.567,-3.749
734356.125,0,0.161,0.2,0.266,-24.069,-9.572,-4.086
734356.166666667,0,0.161,0.2,0.266,-24.224,-9.561,-4.365
734356.208333333,0,0.161,0.2,0.266,-24.325,-9.544,-4.586
734356.25,0,0.161,0.2,0.266,-24.378,-9.522,-4.778
734356.291666667,0,0.161,0.2,0.266,-24.394,-9.5,-4.944
734356.333333333,0,0.162,0.2,0.265,-24.383,-9.486,-5.097
734356.375,0,0.162,0.201,0.266,-24.358,-9.481,-5.228
734356.416666667,0,0.162,0.201,0.266,-24.325,-9.478,-5.336
734356.458333333,0,0.162,0.201,0.265,-24.286,-9.472,-5.389
734356.5,0,0.162,0.201,0.265,-24.239,-9.458,-5.356
734356.541666667,0,0.162,0.201,0.265,-24.164,-9.431,-5.217
734356.583333333,0,0.162,0.202,0.266,-24.067,-9.389,-4.958
734356.625,0,0.162,0.202,0.266,-23.947,-9.347,-4.572
734356.666666667,0,0.163,0.202,0.267,-23.819,-9.311,-4.072
734356.708333333,0,0.162,0.203,0.267,-23.697,-9.289,-3.556
734356.75,0,0.162,0.203,0.266,-23.592,-9.283,-3.058
734356.791666667,0,0.161,0.202,0.267,-23.542,-9.303,-2.653
734356.833333333,0,0.16,0.202,0.266,-23.556,-9.353,-2.389
734356.875,0,0.16,0.201,0.267,-23.644,-9.428,-2.328
734356.916666667,0,0.16,0.201,0.263,-23.797,-9.511,-2.475
734356.958333333,0,0.158,0.2,0.266,-24,-9.592,-2.731
734357,0,0.161,0.2,0.266,-24.239,-9.669,-3.103
734357.041666667,0,0.161,0.199,0.266,-24.483,-9.733,-3.514
734357.083333333,0,0.161,0.199,0.266,-24.711,-9.772,-3.922
